date,season,year,month,holiday,weekday,weather,temperature,humidity,windspeed,casual,registered,total_count
10/11/2011,Winter,2011,11,0,Fri,2,15.58,81.33,12.67,190,2743,2933
11/11/2011,Winter,2011,11,1,Sat,1,13.29,44.63,21.08,440,2928,3368
12/11/2011,Winter,2011,11,0,Sun,1,14.62,55.29,14.21,1275,2792,4067
13/11/2011,Winter,2011,11,0,Mon,1,18.07,45.83,18.88,1004,2713,3717
14/11/2011,Winter,2011,11,0,Tues,1,21.73,58.71,20.54,595,3891,4486
15/11/2011,Winter,2011,11,0,Wed,2,21.73,68.88,13.38,449,3746,4195
16/11/2011,Winter,2011,11,0,Thurs,3,18.72,93,9.17,145,1672,1817
17/11/2011,Winter,2011,11,0,Fri,2,14.01,57.58,20.46,139,2914,3053
18/11/2011,Winter,2011,11,0,Sat,1,11.24,41,11.29,245,3147,3392
19/11/2011,Winter,2011,11,0,Sun,1,13.5,50.21,15.04,943,2720,3663
20/11/2011,Winter,2011,11,0,Mon,2,19,68.46,12.46,787,2733,3520
21/11/2011,Winter,2011,11,0,Tues,3,18.35,91,9.25,220,2545,2765
22/11/2011,Winter,2011,11,0,Wed,3,17.08,96.25,7.96,69,1538,1607
23/11/2011,Winter,2011,11,0,Thurs,2,18.07,75.79,22.5,112,2454,2566
24/11/2011,Winter,2011,11,1,Fri,1,15.31,54.92,11.21,560,935,1495
25/11/2011,Winter,2011,11,0,Sat,1,15.38,64.38,6.63,1095,1697,2792
26/11/2011,Winter,2011,11,0,Sun,1,15.41,68.17,4.58,1249,1819,3068
27/11/2011,Winter,2011,11,0,Mon,1,18.83,69.83,14,810,2261,3071
28/11/2011,Winter,2011,11,0,Tues,1,20.64,74.3,9.52,253,3614,3867
29/11/2011,Winter,2011,11,0,Wed,2,18.79,83.08,17.29,96,2818,2914
30/11/2011,Winter,2011,11,0,Thurs,1,13.33,61.33,18.17,188,3425,3613
1/12/2011,Winter,2011,12,0,Fri,1,12.81,52.46,14.75,182,3545,3727
2/12/2011,Winter,2011,12,0,Sat,1,12.88,62.58,6.75,268,3672,3940
3/12/2011,Winter,2011,12,0,Sun,1,12.27,61.29,6.42,706,2908,3614
4/12/2011,Winter,2011,12,0,Mon,1,13.56,77.58,5.63,634,2851,3485
5/12/2011,Winter,2011,12,0,Tues,2,15.82,82.71,4.17,233,3578,3811
6/12/2011,Winter,2011,12,0,Wed,3,18.96,94.96,15.58,126,2468,2594
7/12/2011,Winter,2011,12,0,Thurs,3,16.81,97.04,17.83,50,655,705
8/12/2011,Winter,2011,12,0,Fri,1,10.9,58,16.08,150,3172,3322
9/12/2011,Winter,2011,12,0,Sat,1,11.92,69.58,5.54,261,3359,3620
10/12/2011,Winter,2011,12,0,Sun,1,11.28,50.75,15.63,502,2688,3190
11/12/2011,Winter,2011,12,0,Mon,1,9.05,49,4.46,377,2366,2743
12/12/2011,Winter,2011,12,0,Tues,1,9.77,67.08,4.25,143,3167,3310
13/12/2011,Winter,2011,12,0,Wed,1,11.58,59,9.42,155,3368,3523
14/12/2011,Winter,2011,12,0,Thurs,2,13.02,66.38,4.08,178,3562,3740
15/12/2011,Winter,2011,12,0,Fri,2,17.32,63.42,17.96,181,3528,3709
16/12/2011,Winter,2011,12,0,Sat,2,15.38,50.04,17.46,178,3399,3577
17/12/2011,Winter,2011,12,0,Sun,2,10.59,56.08,16.29,275,2464,2739
18/12/2011,Winter,2011,12,0,Mon,1,9.77,58.63,11.38,220,2211,2431
19/12/2011,Winter,2011,12,0,Tues,1,11.34,63.75,11.58,260,3143,3403
20/12/2011,Winter,2011,12,0,Wed,2,15.82,59.54,4.13,216,3534,3750
21/12/2011,Spring,2011,12,0,Thurs,2,17.56,85.83,14.83,107,2553,2660
22/12/2011,Spring,2011,12,0,Fri,2,17.36,75.75,3.17,227,2841,3068
23/12/2011,Spring,2011,12,0,Sat,1,15.31,68.63,18.37,163,2046,2209
24/12/2011,Spring,2011,12,0,Sun,1,12.4,54.25,12.75,155,856,1011
25/12/2011,Spring,2011,12,0,Mon,1,11.27,68.13,10.39,303,451,754
26/12/2011,Spring,2011,12,1,Tues,1,13.19,50.7,16.04,430,887,1317
27/12/2011,Spring,2011,12,0,Wed,2,13.33,76.25,12.63,103,1059,1162
28/12/2011,Spring,2011,12,0,Thurs,1,12.26,50.39,19.7,255,2047,2302
29/12/2011,Spring,2011,12,0,Fri,1,10.18,57.42,8,254,2169,2423
30/12/2011,Spring,2011,12,0,Sat,1,12.78,63.67,9,491,2508,2999
31/12/2011,Spring,2011,12,0,Sun,1,16.81,61.58,14.75,665,1820,2485
1/01/2012,Spring,2012,1,0,Mon,1,15.17,69.25,12.88,686,1608,2294
2/01/2012,Spring,2012,1,1,Tues,1,11.19,38.13,22.09,244,1707,1951
3/01/2012,Spring,2012,1,0,Wed,1,6.15,44.13,24.5,89,2147,2236
4/01/2012,Spring,2012,1,0,Thurs,2,4.41,41.46,12.37,95,2273,2368
5/01/2012,Spring,2012,1,0,Fri,1,10.9,52.42,8.71,140,3132,3272
6/01/2012,Spring,2012,1,0,Sat,1,13.7,54.21,11.25,307,3791,4098
7/01/2012,Spring,2012,1,0,Sun,1,16.13,53.17,11.71,1070,3451,4521
8/01/2012,Spring,2012,1,0,Mon,1,13.84,46.5,12.83,599,2826,3425
9/01/2012,Spring,2012,1,0,Tues,2,9.19,70.17,6.63,106,2270,2376
10/01/2012,Spring,2012,1,0,Wed,1,12.66,64.65,12.57,173,3425,3598
11/01/2012,Spring,2012,1,0,Thurs,2,11.24,84.75,8.79,92,2085,2177
12/01/2012,Spring,2012,1,0,Fri,2,15.68,80.29,12.12,269,3828,4097
13/01/2012,Spring,2012,1,0,Sat,1,11.24,50.75,25.33,174,3040,3214
14/01/2012,Spring,2012,1,0,Sun,1,7.38,45.75,12.54,333,2160,2493
15/01/2012,Spring,2012,1,0,Mon,1,6.83,41.92,16.83,284,2027,2311
16/01/2012,Spring,2012,1,1,Tues,1,7.79,52.25,15.5,217,2081,2298
17/01/2012,Spring,2012,1,0,Wed,2,15.29,71.61,23.39,127,2808,2935
18/01/2012,Spring,2012,1,0,Thurs,1,12.44,44.33,27.83,109,3267,3376
19/01/2012,Spring,2012,1,0,Fri,1,7.79,49.75,14.75,130,3162,3292
20/01/2012,Spring,2012,1,0,Sat,2,8.92,45,13.58,115,3048,3163
21/01/2012,Spring,2012,1,0,Sun,2,7.11,83.13,14.92,67,1234,1301
22/01/2012,Spring,2012,1,0,Mon,2,6.66,79.63,13.38,196,1781,1977
23/01/2012,Spring,2012,1,0,Tues,2,8.95,91.13,7.42,145,2287,2432
24/01/2012,Spring,2012,1,0,Wed,1,14.04,83.58,8.29,439,3900,4339
25/01/2012,Spring,2012,1,0,Thurs,1,12.06,64.38,10.79,467,3803,4270
26/01/2012,Spring,2012,1,0,Fri,2,14.01,76.96,4.92,244,3831,4075
27/01/2012,Spring,2012,1,0,Sat,2,17.43,74.13,22.96,269,3187,3456
28/01/2012,Spring,2012,1,0,Sun,1,12.95,54.33,14.13,775,3248,4023
29/01/2012,Spring,2012,1,0,Mon,1,11.58,31.13,16.08,558,2685,3243
30/01/2012,Spring,2012,1,0,Tues,1,11.04,40.08,14.46,126,3498,3624
31/01/2012,Spring,2012,1,0,Wed,1,15.99,41.67,17.54,324,4185,4509
1/02/2012,Spring,2012,2,0,Thurs,1,19.24,50.79,12.67,304,4275,4579
2/02/2012,Spring,2012,2,0,Fri,2,16.37,67.29,12.54,190,3571,3761
3/02/2012,Spring,2012,2,0,Sat,1,12.85,52.67,11.96,310,3841,4151
4/02/2012,Spring,2012,2,0,Sun,2,10.83,77.96,8.17,384,2448,2832
5/02/2012,Spring,2012,2,0,Mon,2,10.9,68.79,11.79,318,2629,2947
6/02/2012,Spring,2012,2,0,Tues,1,11.59,62.22,10.3,206,3578,3784
7/02/2012,Spring,2012,2,0,Wed,1,14.52,49.63,9.87,199,4176,4375
8/02/2012,Spring,2012,2,0,Thurs,2,10.52,72.29,8.96,109,2693,2802
9/02/2012,Spring,2012,2,0,Fri,1,10.87,56.21,13,163,3667,3830
10/02/2012,Spring,2012,2,0,Sat,2,11.51,54,7.83,227,3604,3831
11/02/2012,Spring,2012,2,0,Sun,3,9.19,73.13,19.42,192,1977,2169
12/02/2012,Spring,2012,2,0,Mon,1,5.23,46.46,27.42,73,1456,1529
13/02/2012,Spring,2012,2,0,Tues,1,9.12,41.13,11.21,94,3328,3422
14/02/2012,Spring,2012,2,0,Wed,2,13.09,50.88,9.46,135,3787,3922
15/02/2012,Spring,2012,2,0,Thurs,1,14.28,53.13,12.17,141,4028,4169
16/02/2012,Spring,2012,2,0,Fri,2,12.98,75.29,6.13,74,2931,3005
17/02/2012,Spring,2012,2,0,Sat,1,14.08,63.46,13.79,349,3805,4154
18/02/2012,Spring,2012,2,0,Sun,1,14.21,53.46,12.79,1435,2883,4318
19/02/2012,Spring,2012,2,0,Mon,2,11.48,51.58,16.96,618,2071,2689
20/02/2012,Spring,2012,2,1,Tues,1,11.48,50.78,15.35,502,2627,3129
21/02/2012,Spring,2012,2,0,Wed,1,11.8,59.43,13.78,163,3614,3777
22/02/2012,Spring,2012,2,0,Thurs,1,16.23,56.79,15.71,394,4379,4773
23/02/2012,Spring,2012,2,0,Fri,1,18.62,55.46,12.79,516,4546,5062
24/02/2012,Spring,2012,2,0,Sat,2,16.71,73.75,15.92,246,3241,3487
25/02/2012,Spring,2012,2,0,Sun,1,11.92,39.58,28.25,317,2415,2732
26/02/2012,Spring,2012,2,0,Mon,1,11.45,41,13.75,515,2874,3389
27/02/2012,Spring,2012,2,0,Tues,1,15.03,49.08,17.96,253,4069,4322
28/02/2012,Spring,2012,2,0,Wed,1,14.73,39.58,12.96,229,4134,4363
29/02/2012,Spring,2012,2,0,Thurs,2,14.12,80.48,12,65,1769,1834
1/03/2012,Spring,2012,3,0,Fri,1,19.92,61.54,15.21,325,4665,4990
2/03/2012,Spring,2012,3,0,Sat,2,14.49,65.71,9.71,246,2948,3194
3/03/2012,Spring,2012,3,0,Sun,2,16.98,62.13,10.79,956,3110,4066
4/03/2012,Spring,2012,3,0,Mon,1,13.36,40.33,22.42,710,2713,3423
5/03/2012,Spring,2012,3,0,Tues,1,9.98,50.63,15.33,203,3130,3333
6/03/2012,Spring,2012,3,0,Wed,1,10.59,45.67,13.46,221,3735,3956
7/03/2012,Spring,2012,3,0,Thurs,1,16.57,51.33,23.17,432,4484,4916
8/03/2012,Spring,2012,3,0,Fri,1,21.63,56.75,29.58,486,4896,5382
9/03/2012,Spring,2012,3,0,Sat,2,16.84,40.71,27.79,447,4122,4569
10/03/2012,Spring,2012,3,0,Sun,1,11.79,35.04,15.13,968,3150,4118
11/03/2012,Spring,2012,3,0,Mon,1,14.83,47.7,14.91,1658,3253,4911
12/03/2012,Spring,2012,3,0,Tues,1,19.13,48.92,13.92,838,4460,5298
13/03/2012,Spring,2012,3,0,Wed,1,23.17,61.75,15.88,762,5085,5847
14/03/2012,Spring,2012,3,0,Thurs,1,23.47,50.71,7.71,997,5315,6312
15/03/2012,Spring,2012,3,0,Fri,1,22.86,57.96,10.04,1005,5187,6192
16/03/2012,Spring,2012,3,0,Sat,2,17.87,84.21,7.58,548,3830,4378
17/03/2012,Spring,2012,3,0,Sun,2,21.08,75.58,7.42,3155,4681,7836
18/03/2012,Spring,2012,3,0,Mon,2,19.37,81,8.5,2207,3685,5892
19/03/2012,Spring,2012,3,0,Tues,1,22.35,72.88,10.88,982,5171,6153
20/03/2012,Spring,2012,3,0,Wed,1,22.99,80.79,8.13,1051,5042,6093
21/03/2012,Summer,2012,3,0,Thurs,2,21.8,82.13,6,1122,5108,6230
22/03/2012,Summer,2012,3,0,Fri,1,22.72,83.13,7.88,1334,5537,6871
23/03/2012,Summer,2012,3,0,Sat,2,24.67,69.42,7.79,2469,5893,8362
24/03/2012,Summer,2012,3,0,Sun,2,20.6,88.54,12.92,1033,2339,3372
25/03/2012,Summer,2012,3,0,Mon,2,17.94,88.08,14.79,1532,3464,4996
26/03/2012,Summer,2012,3,0,Tues,1,18.28,47.79,25.92,795,4763,5558
27/03/2012,Summer,2012,3,0,Wed,1,13.26,29,12.54,531,4571,5102
28/03/2012,Summer,2012,3,0,Thurs,1,19.85,48.13,19.54,674,5024,5698
29/03/2012,Summer,2012,3,0,Fri,1,20.26,43.92,21.42,834,5299,6133
30/03/2012,Summer,2012,3,0,Sat,2,15.17,58.08,9.25,796,4663,5459
31/03/2012,Summer,2012,3,0,Sun,2,17.39,73.83,16.79,2301,3934,6235
1/04/2012,Summer,2012,4,0,Mon,2,17.46,67.63,11.54,2347,3694,6041
2/04/2012,Summer,2012,4,0,Tues,1,17.79,50.43,20.91,1208,4728,5936
3/04/2012,Summer,2012,4,0,Wed,1,19.13,39.67,6.71,1348,5424,6772
4/04/2012,Summer,2012,4,0,Thurs,1,22.21,46.96,12.13,1058,5378,6436
5/04/2012,Summer,2012,4,0,Fri,1,17.84,37.42,14.71,1192,5265,6457
6/04/2012,Summer,2012,4,0,Sat,1,16.54,37.71,20.13,1807,4653,6460
7/04/2012,Summer,2012,4,0,Sun,1,17.94,25.42,18.42,3252,3605,6857
8/04/2012,Summer,2012,4,0,Mon,1,20.5,27.58,15.58,2230,2939,5169
9/04/2012,Summer,2012,4,0,Tues,1,20.06,31.75,24,905,4680,5585
10/04/2012,Summer,2012,4,0,Wed,1,18.31,43.5,16.71,819,5099,5918
11/04/2012,Summer,2012,4,0,Thurs,1,14.3,46.96,19.78,482,4380,4862
12/04/2012,Summer,2012,4,0,Fri,1,16.3,46.63,19.46,663,4746,5409
13/04/2012,Summer,2012,4,0,Sat,1,18.14,40.83,10.42,1252,5146,6398
14/04/2012,Summer,2012,4,0,Sun,1,20.3,50.29,12.79,2795,4665,7460
15/04/2012,Summer,2012,4,0,Mon,1,24.87,50.79,15.08,2846,4286,7132
16/04/2012,Summer,2012,4,1,Tues,1,27.23,56.17,19.08,1198,5172,6370
17/04/2012,Summer,2012,4,0,Wed,1,24.94,39.04,18.33,989,5702,6691
18/04/2012,Summer,2012,4,0,Thurs,2,19,56.92,11.25,347,4020,4367
19/04/2012,Summer,2012,4,0,Fri,1,20.43,61.25,4.42,846,5719,6565
20/04/2012,Summer,2012,4,0,Sat,1,21.59,69.46,10.04,1340,5950,7290
21/04/2012,Summer,2012,4,0,Sun,1,23.37,68.29,19,2541,4083,6624
22/04/2012,Summer,2012,4,0,Mon,3,16.26,83.54,23.08,120,907,1027
23/04/2012,Summer,2012,4,0,Tues,2,13.19,76.67,20.33,195,3019,3214
24/04/2012,Summer,2012,4,0,Wed,1,16.95,45.42,16.71,518,5115,5633
25/04/2012,Summer,2012,4,0,Thurs,1,19.54,42.79,7.96,655,5541,6196
26/04/2012,Summer,2012,4,0,Fri,2,20.43,75.67,11.83,475,4551,5026
27/04/2012,Summer,2012,4,0,Sat,1,18.76,40.08,23.29,1014,5219,6233
28/04/2012,Summer,2012,4,0,Sun,2,15.44,48.96,8.71,1120,3100,4220
29/04/2012,Summer,2012,4,0,Mon,1,18.79,58.71,7.83,2229,4075,6304
30/04/2012,Summer,2012,4,0,Tues,2,19.03,57,11.5,665,4907,5572
1/05/2012,Summer,2012,5,0,Wed,2,25.15,65.96,10.46,653,5087,5740
2/05/2012,Summer,2012,5,0,Thurs,1,23.13,79.71,9.25,667,5502,6169
3/05/2012,Summer,2012,5,0,Fri,2,22.96,76.83,8.96,764,5657,6421
4/05/2012,Summer,2012,5,0,Sat,1,25.73,73.54,10.92,1069,5227,6296
5/05/2012,Summer,2012,5,0,Sun,2,25.49,75.67,10.25,2496,4387,6883
6/05/2012,Summer,2012,5,0,Mon,2,23.06,74,10.04,2135,4224,6359
7/05/2012,Summer,2012,5,0,Tues,2,22.04,66.42,15.46,1008,5265,6273
8/05/2012,Summer,2012,5,0,Wed,2,23.85,68.58,19.83,738,4990,5728
9/05/2012,Summer,2012,5,0,Thurs,2,23.58,74.42,14.5,620,4097,4717
10/05/2012,Summer,2012,5,0,Fri,1,20.74,55.21,21.04,1026,5546,6572
11/05/2012,Summer,2012,5,0,Sat,1,21.87,36.04,15.87,1319,5711,7030
12/05/2012,Summer,2012,5,0,Sun,1,23.13,48.04,8.25,2622,4807,7429
13/05/2012,Summer,2012,5,0,Mon,1,25.11,57.63,15.08,2172,3946,6118
14/05/2012,Summer,2012,5,0,Tues,2,23.51,78.96,14.25,342,2501,2843
15/05/2012,Summer,2012,5,0,Wed,2,25.08,79.46,9.88,625,4490,5115
16/05/2012,Summer,2012,5,0,Thurs,1,26.1,69.79,8.21,991,6433,7424
17/05/2012,Summer,2012,5,0,Fri,1,24.33,52,15.37,1242,6142,7384
18/05/2012,Summer,2012,5,0,Sat,1,23.13,52.33,9.17,1521,6118,7639
19/05/2012,Summer,2012,5,0,Sun,1,24.6,45.63,5.63,3410,4884,8294
20/05/2012,Summer,2012,5,0,Mon,1,25.45,53.04,17.04,2704,4425,7129
21/05/2012,Summer,2012,5,0,Tues,2,24.53,81.13,15.62,630,3729,4359
22/05/2012,Summer,2012,5,0,Wed,2,25.22,76.58,7.92,819,5254,6073
23/05/2012,Summer,2012,5,0,Thurs,2,25.49,77.46,6.83,766,4494,5260
24/05/2012,Summer,2012,5,0,Fri,1,26.86,71.67,11.58,1059,5711,6770
25/05/2012,Summer,2012,5,0,Sat,1,27.88,74.71,9.42,1417,5317,6734
26/05/2012,Summer,2012,5,0,Sun,1,28.39,73.25,13.33,2855,3681,6536
27/05/2012,Summer,2012,5,0,Mon,1,28.29,69.71,14.42,3283,3308,6591
28/05/2012,Summer,2012,5,1,Tues,1,29.21,67.63,13.17,2557,3486,6043
29/05/2012,Summer,2012,5,0,Wed,1,29.62,68.46,19.79,880,4863,5743
30/05/2012,Summer,2012,5,0,Thurs,2,26.92,67,9,745,6110,6855
31/05/2012,Summer,2012,5,0,Fri,1,27.88,49.29,13.08,1100,6238,7338
1/06/2012,Summer,2012,6,0,Sat,2,26.82,75.54,15.92,533,3594,4127
2/06/2012,Summer,2012,6,0,Sun,1,23.92,54.92,12.5,2795,5325,8120
3/06/2012,Summer,2012,6,0,Mon,1,24.7,49.33,12.33,2494,5147,7641
4/06/2012,Summer,2012,6,0,Tues,1,24.5,48.71,19.08,1071,5927,6998
5/06/2012,Summer,2012,6,0,Wed,2,22.17,61.33,14.04,968,6033,7001
6/06/2012,Summer,2012,6,0,Thurs,1,22.72,61.13,5.17,1027,6028,7055
7/06/2012,Summer,2012,6,0,Fri,1,24.7,56.71,10.54,1038,6456,7494
8/06/2012,Summer,2012,6,0,Sat,1,26.62,46.79,11.75,1488,6248,7736
9/06/2012,Summer,2012,6,0,Sun,1,29.14,43.71,9.67,2708,4790,7498
10/06/2012,Summer,2012,6,0,Mon,1,29.79,53.83,8.96,2224,4374,6598
11/06/2012,Summer,2012,6,0,Tues,2,29.55,58.79,13.92,1017,5647,6664
12/06/2012,Summer,2012,6,0,Wed,2,26.79,83.33,14.37,477,4495,4972
13/06/2012,Summer,2012,6,0,Thurs,1,26.89,58.21,23,1173,6248,7421
14/06/2012,Summer,2012,6,0,Fri,1,26.58,56.96,17,1180,6183,7363
15/06/2012,Summer,2012,6,0,Sat,1,26.21,58.96,11.83,1563,6102,7665
16/06/2012,Summer,2012,6,0,Sun,1,25.9,50.42,11.17,2963,4739,7702
17/06/2012,Summer,2012,6,0,Mon,1,24.29,59.88,9.71,2634,4344,6978
18/06/2012,Summer,2012,6,0,Tues,2,23.3,77.79,11.71,653,4446,5099
19/06/2012,Summer,2012,6,0,Wed,1,28.22,69,9.92,968,5857,6825
20/06/2012,Summer,2012,6,0,Thurs,1,32.08,59.21,7.63,872,5339,6211
21/06/2012,Autumn,2012,6,0,Fri,1,33.04,56.79,7.96,778,5127,5905
22/06/2012,Autumn,2012,6,0,Sat,1,31.88,57.38,12.25,964,4859,5823
23/06/2012,Autumn,2012,6,0,Sun,1,30,53.46,12.04,2657,4801,7458
24/06/2012,Autumn,2012,6,0,Mon,1,30.48,47.92,9.75,2551,4340,6891
25/06/2012,Autumn,2012,6,0,Tues,1,29.35,50.42,20.13,1139,5640,6779
26/06/2012,Autumn,2012,6,0,Wed,1,25.86,37.33,23.29,1077,6365,7442
27/06/2012,Autumn,2012,6,0,Thurs,1,28.6,36,18.21,1077,6258,7335
28/06/2012,Autumn,2012,6,0,Fri,1,30.72,42.25,11.5,921,5958,6879
29/06/2012,Autumn,2012,6,0,Sat,1,34.2,48.88,11.08,829,4634,5463
30/06/2012,Autumn,2012,6,0,Sun,1,31.37,60.13,10.79,1455,4232,5687
1/07/2012,Autumn,2012,7,0,Mon,1,33.45,51.88,11.29,1421,4110,5531
2/07/2012,Autumn,2012,7,0,Tues,1,32.05,44.71,13.08,904,5323,6227
3/07/2012,Autumn,2012,7,0,Wed,1,32.01,49.21,8.46,1052,5608,6660
4/07/2012,Autumn,2012,7,1,Thurs,1,32.36,53.88,9.04,2562,4841,7403
5/07/2012,Autumn,2012,7,0,Fri,1,33.93,45.79,13,1405,4836,6241
6/07/2012,Autumn,2012,7,0,Sat,1,33.96,45.08,9.79,1366,4841,6207
7/07/2012,Autumn,2012,7,0,Sun,1,35.33,49.21,10.96,1448,3392,4840
8/07/2012,Autumn,2012,7,0,Mon,1,33.72,57.38,8.42,1203,3469,4672
9/07/2012,Autumn,2012,7,0,Tues,2,29.14,68.33,12.13,998,5571,6569
10/07/2012,Autumn,2012,7,0,Wed,2,29.55,66.75,10.17,954,5336,6290
11/07/2012,Autumn,2012,7,0,Thurs,1,29.38,63.33,10.17,975,6289,7264
12/07/2012,Autumn,2012,7,0,Fri,1,29.35,52.96,9.83,1032,6414,7446
13/07/2012,Autumn,2012,7,0,Sat,2,30,48.58,5.42,1511,5988,7499
14/07/2012,Autumn,2012,7,0,Sun,2,28.84,69.92,9.63,2355,4614,6969
15/07/2012,Autumn,2012,7,0,Mon,1,30.58,71.79,11.17,1920,4111,6031
16/07/2012,Autumn,2012,7,0,Tues,1,31.3,64.5,11,1088,5742,6830
17/07/2012,Autumn,2012,7,0,Wed,1,33.55,50.58,7.67,921,5865,6786
18/07/2012,Autumn,2012,7,0,Thurs,1,32.53,57.71,9.21,799,4914,5713
19/07/2012,Autumn,2012,7,0,Fri,1,31.57,60.04,11.08,888,5703,6591
20/07/2012,Autumn,2012,7,0,Sat,2,27.3,84.42,14,747,5123,5870
21/07/2012,Autumn,2012,7,0,Sun,3,24.43,86.54,14.29,1264,3195,4459
22/07/2012,Autumn,2012,7,0,Mon,2,27.37,76.25,6.29,2544,4866,7410
23/07/2012,Autumn,2012,7,0,Tues,1,30.41,69.42,9.29,1135,5831,6966
24/07/2012,Autumn,2012,7,0,Wed,1,30.78,65.5,14.17,1140,6452,7592
25/07/2012,Autumn,2012,7,0,Thurs,1,29.69,45,11.04,1383,6790,8173
26/07/2012,Autumn,2012,7,0,Fri,1,31.84,59.67,19.08,1036,5825,6861
27/07/2012,Autumn,2012,7,0,Sat,1,32.05,59.46,10.25,1259,5645,6904
28/07/2012,Autumn,2012,7,0,Sun,1,30.99,61.33,10.54,2234,4451,6685
29/07/2012,Autumn,2012,7,0,Mon,1,29.59,62.38,11.42,2153,4444,6597
30/07/2012,Autumn,2012,7,0,Tues,1,29.96,66.88,10.29,1040,6065,7105
31/07/2012,Autumn,2012,7,0,Wed,1,29.25,70.42,11.08,968,6248,7216
1/08/2012,Autumn,2012,8,0,Thurs,1,29.42,67.75,9.46,1074,6506,7580
2/08/2012,Autumn,2012,8,0,Fri,1,30.85,65.96,8.67,983,6278,7261
3/08/2012,Autumn,2012,8,0,Sat,2,31.4,64.25,14.46,1328,5847,7175
4/08/2012,Autumn,2012,8,0,Sun,1,32.53,61.33,17.25,2345,4479,6824
5/08/2012,Autumn,2012,8,0,Mon,1,31.54,65.25,19.46,1707,3757,5464
6/08/2012,Autumn,2012,8,0,Tues,2,30.85,65.42,8.67,1233,5780,7013
7/08/2012,Autumn,2012,8,0,Wed,2,30.17,70.38,7.83,1278,5995,7273
8/08/2012,Autumn,2012,8,0,Thurs,2,30.75,67.29,7.42,1263,6271,7534
9/08/2012,Autumn,2012,8,0,Fri,1,30.99,62.04,10.46,1196,6090,7286
10/08/2012,Autumn,2012,8,0,Sat,2,29.35,71.58,16,1065,4721,5786
11/08/2012,Autumn,2012,8,0,Sun,2,28.39,73.29,13.83,2247,4052,6299
12/08/2012,Autumn,2012,8,0,Mon,1,28.73,53.04,8.21,2182,4362,6544
13/08/2012,Autumn,2012,8,0,Tues,1,29.55,54.54,9.13,1207,5676,6883
14/08/2012,Autumn,2012,8,0,Wed,1,29.79,68.67,11.33,1128,5656,6784
15/08/2012,Autumn,2012,8,0,Thurs,1,28.97,61.96,11.37,1198,6149,7347
16/08/2012,Autumn,2012,8,0,Fri,1,29.49,51.92,9.5,1338,6267,7605
17/08/2012,Autumn,2012,8,0,Sat,1,29.66,57.08,15.5,1483,5665,7148
18/08/2012,Autumn,2012,8,0,Sun,1,27.81,60.33,11.92,2827,5038,7865
19/08/2012,Autumn,2012,8,0,Mon,2,26.07,71.17,5.79,1208,3341,4549
20/08/2012,Autumn,2012,8,0,Tues,2,26.07,73.42,8.71,1026,5504,6530
21/08/2012,Autumn,2012,8,0,Wed,1,26.62,67.38,4.88,1081,5925,7006
22/08/2012,Autumn,2012,8,0,Thurs,1,27.37,67.71,4.71,1094,6281,7375
23/08/2012,Autumn,2012,8,0,Fri,1,28.53,63.58,5.67,1363,6402,7765
24/08/2012,Autumn,2012,8,0,Sat,2,28.8,61.5,4.83,1325,6257,7582
25/08/2012,Autumn,2012,8,0,Sun,2,27.13,71.29,16.38,1829,4224,6053
26/08/2012,Autumn,2012,8,0,Mon,2,26.79,84.58,15.33,1483,3772,5255
27/08/2012,Autumn,2012,8,0,Tues,1,28.84,73.04,8.63,989,5928,6917
28/08/2012,Autumn,2012,8,0,Wed,1,29.86,62,12.79,935,6105,7040
29/08/2012,Autumn,2012,8,0,Thurs,1,28.09,55.21,7.54,1177,6520,7697
30/08/2012,Autumn,2012,8,0,Fri,1,28.97,59.04,5.17,1172,6541,7713
31/08/2012,Autumn,2012,8,0,Sat,1,31.33,58.75,11.29,1433,5917,7350
1/09/2012,Autumn,2012,9,0,Sun,2,30.89,63.83,7.58,2352,3788,6140
2/09/2012,Autumn,2012,9,0,Mon,2,28.56,81.5,4.29,2613,3197,5810
3/09/2012,Autumn,2012,9,1,Tues,1,29.01,79.08,10.13,1965,4069,6034
4/09/2012,Autumn,2012,9,0,Wed,1,29.76,75.5,15.83,867,5997,6864
5/09/2012,Autumn,2012,9,0,Thurs,1,30.2,74.13,12.58,832,6280,7112
6/09/2012,Autumn,2012,9,0,Fri,2,28.56,81.04,9.54,611,5592,6203
7/09/2012,Autumn,2012,9,0,Sat,1,28.84,73.63,11.5,1045,6459,7504
8/09/2012,Autumn,2012,9,0,Sun,2,27.03,79.92,18.83,1557,4419,5976
9/09/2012,Autumn,2012,9,0,Mon,1,25.01,54.75,15.04,2570,5657,8227
10/09/2012,Autumn,2012,9,0,Tues,1,23.92,50.38,17.33,1118,6407,7525
11/09/2012,Autumn,2012,9,0,Wed,1,23.68,52,6.17,1070,6697,7767
12/09/2012,Autumn,2012,9,0,Thurs,1,24.57,57.71,8.83,1050,6820,7870
13/09/2012,Autumn,2012,9,0,Fri,1,25.11,63.71,5.54,1054,6750,7804
14/09/2012,Autumn,2012,9,0,Sat,1,25.97,67.25,6.96,1379,6630,8009
15/09/2012,Autumn,2012,9,0,Sun,1,24.94,50.17,16.58,3160,5554,8714
16/09/2012,Autumn,2012,9,0,Mon,1,23.78,57,6.04,2166,5167,7333
17/09/2012,Autumn,2012,9,0,Tues,2,23.81,73.46,10.17,1022,5847,6869
